Date,ForecastedSales,LowerBound,UpperBound
2015-03-10,1966.8689772513842,-809.4537241980133,4592.004116385923
2015-03-11,1539.280307047997,-1149.7527141430157,4151.664865110792
2015-03-14,2208.334736093627,-593.7899110086666,4962.154450092878
2015-03-15,2010.7263713812722,-694.078414235761,4529.180670729597
2015-03-16,1958.836394453047,-503.22696729556924,4907.396290322897
2015-03-17,2229.4175661657287,-470.5890239103906,4791.211578587449
2015-03-18,1739.0260082515456,-830.6589613774897,4440.550415036394
2015-03-19,1262.4811882288352,-1449.2766447867816,3977.897711913024
2015-03-21,2221.9399514321576,-557.0554559512946,4885.2926761043345
2015-03-22,1966.1139436818657,-773.5192525093724,4820.49839741585
2015-03-23,1859.7357529477736,-923.7478615840365,4652.26538044749
2015-03-24,2080.4727476400626,-572.017169855008,4730.623231910353
2015-03-25,1545.0097061106333,-1204.938014193192,4305.589134371938
2015-03-26,1029.131404048175,-1676.1388868128727,3828.3182432309904
2015-03-28,1929.624387604028,-719.118713193569,4838.700937669989
2015-03-29,1653.6590304974272,-817.3884842673006,4520.002424564395
2015-03-30,1533.7116128832843,-1270.222743124162,4113.000391754047
2015-03-31,1747.3697265123799,-909.5924489733395,4488.947618882018
2015-04-01,1210.447185824955,-1596.689768687657,3918.142131290719
2015-04-02,698.7133756643951,-1930.2887308258896,3453.9541688875715
2015-04-04,1623.1031345515746,-1058.8781128739988,4285.879537650673
2015-04-05,1364.7152113550883,-1302.8743076827757,4109.437854948756
2015-04-06,1265.4817337220106,-1497.9408710254381,3987.6407145651483
2015-04-07,1502.3305769651508,-1188.67799974225,4258.371956578283
2015-04-08,989.7483211959938,-1701.9125114622743,3786.768782442561
2015-04-11,1478.441883737512,-1210.744530915435,4288.73089273285
2015-04-12,1243.6356422935935,-1268.5332704682753,4084.8160483187858
2015-04-13,1166.3482623478278,-1576.6875217598476,4030.3462336777798
2015-04-15,927.6439428959349,-1716.7622632907971,3572.3519883789727
2015-04-16,455.3886287547034,-2261.2217728515598,3025.713479953239
2015-04-18,1451.6190079222397,-1318.3470193940043,4071.0240809462684
2015-04-19,1222.558191190183,-1480.9191033070038,3956.374482295366
2015-04-20,1148.3597894761122,-1584.2387374171333,3707.5884858274044
2015-04-21,1405.9238233915082,-1326.355981919626,4138.334714351591
2015-04-22,908.5548772015259,-1882.767252966477,3617.973759747555
2015-04-23,432.60633058008915,-2319.278348708042,3132.7007881038826
2015-04-25,1418.562331483455,-1399.263596873512,4169.4512937057025
2015-04-26,1182.9256006141773,-1578.8068863145793,3843.0221111405003
2015-04-28,1353.630397502535,-1319.5541523608292,4205.983961521104
2015-04-29,850.5663001469463,-1885.8565017974256,3757.889156436169
2015-04-30,370.0843024165885,-2210.0409027944197,3029.4920170935034
2015-05-02,1352.7098837548801,-1393.5482226180698,3999.6945640894014
2015-05-03,1117.8722425543033,-1598.4453484645614,3804.5689062480897
2015-05-04,1040.066543280475,-1748.1527170646482,3951.800996010071
2015-05-05,1296.8876193617834,-1550.6089106260333,4308.091968721466
2015-05-06,800.9139996853634,-1885.7343289711573,3443.6413733496693
2015-05-07,329.60950934625754,-2387.9495324485265,3370.7571316287986
2015-05-08,980.1227633227654,-1719.2621193647426,3909.8211186881913
2015-05-09,1337.1573592938064,-1451.6736890050372,4012.472212893001
2015-05-10,1116.6889273182348,-1674.0015597118334,3634.3616276279895
2015-05-11,1054.4483040914133,-1761.9658245384703,3816.2732519018105
2015-05-12,1327.7653184566518,-1441.5527240800725,4187.4078352661545
2015-05-13,848.2664317429951,-1979.988231257738,3674.8232448994927
2015-05-14,393.4220125962638,-2350.5050813600915,3081.0779346472386
2015-05-16,1433.222435859636,-1223.2780069302412,4201.994048804383
2015-05-17,1226.8898122399958,-1545.7349829938705,4049.800063826599
2015-05-18,1177.3223193175666,-1554.551222378687,3906.083993836343
2015-05-19,1461.6362158719226,-1180.6675600962021,4203.567292427652
2015-05-20,990.6312032784309,-1900.0431765360365,3664.1903031723905
2015-05-21,541.9784759208144,-2032.0675272340088,3163.803205702002
2015-05-22,1213.423005962737,-1546.6316723363063,4011.836691567065
2015-05-23,1587.7119377524584,-1093.3174906082297,4259.491890591097
2015-05-24,1380.128648154503,-1332.4909486909028,4030.6622867473075
2015-05-25,1326.8691060620306,-1294.8178436049411,4086.8764806856443
2015-05-26,1605.2453992927544,-1087.857362512434,4466.615028133291
2015-05-27,1125.649744134271,-1802.5471658942786,3816.169207784037
2015-05-28,666.3714072267537,-1949.9843337650873,3228.670235308169
2015-05-30,1686.7949207297763,-858.0387963162082,4347.808435344458
2015-05-31,1464.2588639373698,-1278.2516716429993,4273.153098202575
2015-06-01,1395.300752303233,-1403.3057676284427,4026.7770884521165
2015-06-02,1657.6789196656584,-952.0305038844181,4434.019110720584
2015-06-03,1161.5720186833419,-1537.6834364275098,3942.819545741806
2015-06-04,686.0207850612054,-2211.805875969239,3366.075109669932
2015-06-06,1676.8792026702781,-1290.8421860695817,4356.392257568258
2015-06-07,1440.7358336156144,-1431.7916102271,4356.079272267457
2015-06-08,1359.6090831403467,-1494.143693433455,4276.260634400988
2015-06-09,1611.5368252169997,-1005.5428340662949,4237.170026565904
2015-06-10,1106.2696615056118,-1610.8352659230416,3782.9464902620034
2015-06-13,1605.9097811599077,-1165.4912360602536,4369.230862350764
2015-06-14,1367.8967231757886,-1273.0677685529672,3926.239208605226
2015-06-15,1286.6367502300097,-1453.3596168698607,4098.313424154189
2015-06-16,1540.1236268300665,-1189.4706663533645,4307.378401427544
2015-06-17,1037.3702013806726,-1778.9123199459834,3573.094255545112
2015-06-18,558.1227447582073,-2058.1417995958577,3423.380289796783
2015-06-20,1551.6315667486476,-1189.4947660200542,4357.148009460731
2015-06-21,1319.532338188586,-1231.7054516249802,3956.0733852073204
2015-06-22,1244.5026975055148,-1461.1796345507626,3835.7591794841246
2015-06-23,1504.4030816456655,-1250.265779257923,4252.38219891942
2015-06-24,1007.4672008205526,-1857.200558681499,3670.722282201959
2015-06-25,533.6561981667987,-2226.151241859287,3369.86936517638
2015-06-27,1537.239186394873,-1048.8357634343051,4290.428455915306
2015-06-28,1308.6486622989037,-1229.1923841227022,4069.799656574757
2015-06-29,1236.337018859587,-1460.93990960346,3949.5990555015683
2015-06-30,1498.2201022457318,-1061.572206014711,4352.930057618381
2015-07-01,1001.9604224822695,-1540.4718691609949,3823.4413428980884
2015-07-02,527.9540093234555,-2174.4551294834855,3270.0662477013984
2015-07-04,1529.7728891236907,-1296.4002721397308,4279.124872303705
2015-07-05,1298.9204981180105,-1309.1191391247337,4016.5375941388797
2015-07-06,1223.9242785003273,-1621.7725631868555,4046.999975616388
2015-07-07,1482.9322189453612,-1496.1401879068353,4197.466180765956
2015-07-08,983.1864921873855,-1688.2245797939222,3761.7731464271565
2015-07-09,505.63922929285764,-2325.8236764154317,3143.484883610797
2015-07-11,1501.7750835690997,-1267.5762393635587,4324.006480180389
2015-07-12,1268.1628929770554,-1432.8457053777747,3954.2154225022036
2015-07-13,1190.9523603423245,-1636.2609969653633,3946.747498946063
2015-07-14,1448.4787681928299,-1416.033884393077,4191.435334259539
2015-07-15,947.4900723678372,-2068.763416009923,3783.843255179947
2015-07-18,1467.5888301158498,-1195.5758546689165,4135.850062276468
2015-07-19,1235.681523282304,-1517.0845568023506,3979.3572566523667
2015-07-20,1160.9171533509736,-1666.0163056002148,3951.75638968452
2015-07-21,1421.6674906258097,-1143.1937164928174,4052.4997299720844
2015-07-22,924.0416921457028,-1902.7762968881684,3577.810979153817
2015-07-23,449.77241777570225,-2460.151501416666,3017.2590492759296
2015-07-25,1457.6226337353976,-1348.1263188886899,4295.524423345597
2015-07-26,1230.474969380717,-1322.7353351791114,3991.6021483254094
2015-07-27,1160.6420124410658,-1351.0182791195284,3786.419667829599
2015-07-28,1426.510625898219,-1346.710168767285,3996.5342192733633
2015-07-30,463.87090979340655,-2413.2377850363014,3156.768220226245
2015-08-01,1481.4926667073346,-1271.3259415742982,4276.221816394302
2015-08-02,1258.6442112215304,-1388.7197962886398,4077.4196381337715
2015-08-03,1193.0873980179617,-1646.769622339548,3768.156819237161
2015-08-04,1463.3522763818664,-1148.9959573979554,4179.260837714686
2015-08-05,974.4169523375131,-1966.1323285750398,3957.647883166056
2015-08-06,508.8628982949649,-2087.1579922983883,3095.2103857672623
2015-08-08,1536.4825294901245,-1252.8585419066358,4166.746572268654
2015-08-09,1318.8409542063757,-1450.442434475751,4254.963622127422
2015-08-11,1536.0685391215593,-1246.6574833581315,4530.939252831081
2015-08-12,1054.1975939247131,-1607.4791657448484,3897.4989145102973
2015-08-15,1644.0653162867115,-1087.109877608121,4376.531883118393
2015-08-16,1437.5313906332806,-1346.1251393742912,4250.357491131653
2015-08-17,1390.0640277533016,-1289.9554751927756,3997.084247368928
2015-08-19,1212.6550626653825,-1642.8576442922342,4021.34867780782
2015-08-20,770.0129239651133,-1972.8468060318642,3486.289879397094
2015-08-22,1850.5787802948414,-900.8495374592743,4438.8572797942925
2015-08-23,1660.9504643869127,-1052.6398591021364,4438.232638927497
2015-08-24,1630.6823817236989,-952.0921321871501,4461.267158300943
2015-08-25,1938.4336413931942,-605.8032594875926,4637.9897033320785
2015-08-26,1487.2679850777356,-1251.4327584962816,4186.260855266829
2015-08-27,1060.7102380832023,-1450.3935998843633,3687.394350069735
2015-08-29,2171.5282631493933,-512.7324366195262,4813.280549520831
2015-08-30,1994.5717806462685,-508.0374170374697,4941.207021347443
2015-08-31,1975.2713642235167,-786.4329187172282,4628.030507376171
2015-09-01,2292.0881029708894,-432.19239726663545,4774.540091678696
2015-09-02,1847.243488448947,-636.3004851538025,4484.661066113119
2015-09-03,1424.4157097258187,-1282.6800172003452,4092.3699791968443
2015-09-05,2535.0306575599593,-207.8009869195491,5165.734038077129
2015-09-06,2352.904428140784,-298.1155473909309,5014.802884920666
2015-09-07,2325.2217242077777,-573.9006580746416,4835.231430483753
2015-09-08,2630.463407247237,-162.30322813466654,5324.9296696568
2015-09-09,2170.256065431009,-486.1283266247147,4986.348284842727
2015-09-10,1728.7040604164733,-833.5970901944355,4291.678875932321
2015-09-11,2412.6779397091404,-407.70575523428033,5160.263214850878
2015-09-12,2793.0872279188584,156.17658853042607,5480.153614408456
2015-09-13,2582.847207016527,-222.6173757644305,5297.020048369033
2015-09-14,2524.318335544403,-380.18563677727315,5191.476603689215
2015-09-15,2796.3280948860292,-156.78313444479244,5385.696327164188
2015-09-16,2300.2303089825596,-410.16329408042753,5034.730304283533
2015-09-17,1820.867975577516,-987.3675957883412,4589.861330146259
2015-09-19,2806.345466819167,119.25687885373087,5580.705486833789
2015-09-20,2554.9396109599847,-323.2436814511244,5190.273323429473
2015-09-21,2455.018071130578,-216.20128533719782,5480.796566268919
2015-09-22,2685.9555665216517,-272.38772407488955,5225.025648573867
2015-09-23,2149.0016323922364,-686.4144979176924,4723.710745659372
2015-09-24,1629.8720686627187,-1006.1027724126492,4184.144068767984
2015-09-25,2237.4139508565695,-368.655990039979,5021.635268134611
2015-09-26,2541.911849762152,-110.57572926991514,5351.858763193483
2015-09-27,2256.848777274159,-452.62641101702616,5114.630005449006
2015-09-28,2126.218304091576,-677.8950866595005,4817.534610267995
2015-09-29,2329.8883581423024,-190.59800772525287,5047.567606104499
2015-09-30,1768.912078960827,-1090.6318375524172,4384.458698776403
2015-10-01,1229.7485798473556,-1264.1260993964543,3980.704212696433
2015-10-02,1822.116415887259,-738.4715074154371,4515.124903173407
2015-10-03,2115.8172010438884,-641.8742838687483,4880.491578620773
2015-10-04,1824.3948244924457,-825.4252321400674,4460.408202821737
2015-10-05,1692.385585594122,-752.3971746801571,4265.312866836119
2015-10-06,1899.8551057077468,-828.335675534861,4841.918334994133
2015-10-07,1347.3375465536485,-1431.0115750403365,4212.73421373865
2015-10-08,821.6883898406119,-1946.5789118279463,3393.8375283304654
2015-10-09,1433.1293658240018,-1331.1073661150328,4127.739555812313
2015-10-10,1750.5927839727165,-1205.1722085584604,4418.463307569913
2015-10-11,1487.2826611117753,-1204.0137781376432,4223.554148082012
2015-10-12,1387.8668499481928,-1244.098767938367,4079.053926841626
2015-10-13,1632.1913800800544,-1051.4604812340363,4377.975688558098
2015-10-14,1119.852692993114,-1612.328346972962,3949.73491885597
2015-10-15,637.6874162667611,-2115.7453991952957,3349.4646836816114
2015-10-16,1296.014030416943,-1626.5518745827321,3974.8012842313706
2015-10-17,1662.5034542995731,-1005.2094665090988,4489.333009023236
2015-10-18,1449.6478381810032,-1250.127945247579,4216.402013202783
2015-10-19,1401.9005839773306,-1352.8487587773682,4191.194130804087
2015-10-20,1698.5740765781773,-1067.9452668048186,4336.317578744256
2015-10-21,1238.0508626829642,-1520.8429936226175,4062.3646528058493
2015-10-22,806.9162005989812,-1771.2333238262459,3465.604866125688
2015-10-24,1929.788679714545,-674.9071192520266,4650.616817282528
2015-10-25,1761.786389121891,-733.3510368307666,4355.62700175774
2015-10-26,1755.626626978531,-976.8033134755844,4606.542002851713
2015-10-27,2090.1465274114025,-699.8590456845926,4829.06760880335
2015-10-28,1662.6410763725075,-1290.3716845727574,4298.087985783477
2015-10-29,1259.639476307021,-1532.6246399970614,4101.182469941047
2015-10-31,2423.597649536984,-244.93026853292596,5521.287964019018
2015-11-01,2267.103072304012,-408.56662396765034,4901.565512574021
2015-11-02,2266.533540831326,-502.48978256722353,5106.71968196945
2015-11-03,2600.762240438364,-280.0198279106099,5249.233432939153
2015-11-04,2166.555767899474,-679.2824718075625,5015.32473077471
2015-11-05,1750.9860489704156,-1001.0689883057088,4536.552539237275
2015-11-07,2874.2156091337197,272.3285202780067,5814.799437664487
2015-11-08,2689.420748407692,-134.0336714477081,5422.8071332351665
2015-11-09,2656.237698291492,-327.7234352064392,5573.824743179058
2015-11-10,2954.211638458711,182.32518616668253,5684.899706454836
2015-11-11,2480.187226283548,-218.15742772581757,5278.766660123916
2015-11-12,2022.3433009906212,-491.20551906755935,4891.01563371727
2015-11-14,3057.636278854862,238.3183812362392,5810.536401107904
2015-11-15,2827.8483384758574,92.55957710424123,5561.195557333144
2015-11-16,2750.367686163371,52.7342295123584,5640.006194306155
2015-11-17,3005.596090671487,314.5676587468482,5712.389716482103
2015-11-18,2490.5399888260763,-352.3130695474728,5158.529016648726
2015-11-19,1994.4637744042004,-879.1115810751944,4724.0125691706635
2015-11-20,2631.0868355221423,8.782942913562218,5470.705039972559
2015-11-21,2965.0503602624135,200.05539662451397,5715.7808732479425
2015-11-22,2708.8829501284786,64.14568465872972,5376.735886908596
2015-11-23,2609.832435595045,93.4525020702453,5483.945102097088
2015-11-24,2848.6272307945715,98.24987872505733,5705.848077159065
2015-11-25,2321.8238659333083,-327.6296144825392,5096.666454294936
2015-11-26,1819.0907882170397,-968.8631134716101,4402.924902143806
2015-11-27,2454.597448759058,-291.299818414873,5064.955656421622
2015-11-28,2792.0045510315713,-115.689671350548,5456.539557186332
2015-11-29,2543.3364338173274,-100.30655307755201,5258.224443852765
2015-11-30,2455.761762925021,-362.89611973742956,5216.390624402194
2015-12-01,2709.541072629264,190.97030801941153,5551.576691544284
2015-12-02,2200.01773518633,-575.2690665807982,5024.640439965763
2015-12-03,1716.5505709093343,-869.6791969287739,4366.49557396304
2015-12-04,2373.112545835054,-565.395715276722,5089.30932506016
2015-12-05,2731.8208424962636,37.84886766938561,5445.642063674294
2015-12-06,2503.730781680896,-433.22886127693,5320.96298988886
2015-12-07,2435.5781477690707,-228.80523802017328,5299.804531779513
2015-12-08,2706.923301130945,-111.822701916107,5343.798183499798
2015-12-09,2211.7932822487005,-425.98833658547767,4827.175093838833
2015-12-10,1739.2679860509184,-1130.381889053139,4294.1198589506785
2015-12-12,2764.7333692170973,-46.29505658283554,5525.697033306395
2015-12-13,2534.1131879461714,-207.75569560708894,5325.411712880155
2015-12-14,2458.2824027547344,-268.8258949669996,5251.264083136991
2015-12-15,2716.760774619415,-52.76614041850606,5513.787443291634
2015-12-16,2203.014080952965,-569.6918075885746,4971.215684570619
2015-12-17,1706.6771070972661,-989.8959351343561,4471.6858117045795
2015-12-19,2671.213006577579,11.582794190507133,5751.028645531907
2015-12-20,2403.5733126642613,-511.0092791471319,4974.308438136832
2015-12-21,2287.5495275521057,-334.0462241915937,5137.210546938459
2015-12-22,2503.5340723789504,-201.99529293797937,5333.903632542109
2015-12-23,1945.2920853057738,-626.7795264938974,4741.944933471955
2015-12-24,1403.7990788342279,-1397.200846123028,4197.85122112398
2015-12-26,2280.966645937059,-441.6138777151439,5026.322721110049
2015-12-27,1972.2345783101882,-707.2063940364803,4637.729409248766
2015-12-28,1818.4928408859948,-898.3810293041284,4585.09938905074
2015-12-29,2001.1542820954517,-732.750418482481,4749.7820866320735
2015-12-30,1414.2708253676071,-1319.2926560743,4207.103224986183
2015-12-31,849.9832002670506,-1690.9327556850799,3390.132347149299
2016-01-02,1702.5235585216947,-1020.6500069726026,4602.406913184751
2016-01-03,1391.9454153219092,-1170.3627495261203,4195.497662482834
2016-01-04,1243.9951561979701,-1487.5919089229608,3844.785634700968
2016-01-05,1440.214818984561,-1196.729415797944,4429.445421099171
2016-01-06,873.9543157835054,-1863.5846480301027,3775.601415956348
2016-01-09,1266.010980154065,-1623.7636769578035,4125.075852276888
2016-01-10,1001.3704656386624,-1711.0556090177806,3679.9957047638086
2016-01-12,1153.980837974562,-1560.94153653629,4243.294995723273
2016-01-13,643.5380703903883,-2058.5546250542097,3440.8854361914455
2016-01-17,994.5225142499615,-1998.3472952522493,3511.4173623790557
2016-01-19,1241.9817252216635,-1643.8371529083452,4046.5263272012758
2016-01-23,1410.1982029693102,-1503.3950331540586,4013.7412745412125
2016-01-24,1208.720468690709,-1348.3886673387926,4015.202928498126
2016-01-26,1451.9013135132363,-1366.5310935856703,4168.704106173815
2016-01-27,966.1556546761174,-1622.8256673695873,3793.9294730372967
2016-01-28,497.3385462580425,-2333.5128471716116,3315.6067417237064
2016-01-30,1520.8707189322106,-1066.9557867955155,4244.397475589727
2016-01-31,1279.2887506842917,-1487.0158908891763,4172.614424233076
2016-02-03,896.2644431528714,-1729.0700032886425,3486.7058346740887
2016-02-06,1306.7067050517574,-1192.885489411208,4125.601447247308
2016-02-07,1021.9234503968202,-1525.0779203758311,3802.2462320739364
2016-02-08,893.1799481915498,-1906.8866355141956,3677.9807920474295
2016-02-09,1102.7025308672637,-1334.0934610970814,3830.555428886116
2016-02-10,541.3891709529031,-2472.8175358802437,3042.4464552535565
2016-02-14,643.7326620605573,-1994.0299274966492,3366.9992711010386
2016-02-15,531.2184222129436,-2283.1575555230293,3150.8258760059434
2016-02-16,766.0657611803774,-2027.7344818871074,3347.9044242255304
2016-02-18,-257.42579677475334,-3081.9082536076057,2585.5707917412055
2016-02-20,765.4474024121597,-1898.1909325081067,3574.532227025965
2016-02-21,548.8870798644571,-2287.3718475554924,3315.009387332192
2016-02-22,501.9018226091652,-2209.7940507921926,3326.620681749185
2016-02-23,805.5328653950455,-1916.874705529117,3445.1705934144397
2016-02-25,-77.26658139118558,-2936.291069512483,2365.7594150263417
2016-02-27,1083.3708099655134,-1399.5329080059464,3758.9614673747437
2016-02-28,930.4620201264557,-2021.4688443537664,3634.1590321835433
2016-03-01,1298.8765486670154,-1371.058564856282,3907.931177550072
2016-03-02,886.737442390011,-1939.4392024902336,3766.9916284458086
2016-03-05,1709.676564353099,-1068.7748862054584,4298.511554846495
2016-03-06,1567.3195665923106,-984.986676029605,4492.606564186703
2016-03-07,1580.2171441556463,-1052.1566139688932,4358.3646126412505
2016-03-08,1928.5260748705914,-763.050827692707,4711.50471638809
2016-03-09,1498.4752259076758,-1138.176176293495,4209.80299321047
2016-03-10,1084.1992304094258,-1582.7304937352258,3869.6266787140316
2016-03-12,2218.470305307586,-519.0290873313035,4842.787144992271
2016-03-13,2027.360592906562,-615.0218345291098,4704.004640517304
2016-03-14,1986.0600108625895,-821.2988784064021,4784.7786323761575
2016-03-15,2275.9164854511982,-376.42089599432757,4968.923726107737
2016-03-16,1783.751776938122,-1345.229803330047,4503.540031102554
2016-03-17,1305.3025147301407,-1396.9859733489632,3876.500311926943
2016-03-19,2310.827100223081,-481.36373506735356,5092.600893966242
2016-03-20,2056.584945914854,-457.2864528734246,4810.5472492182
2016-03-21,1954.76815357933,-917.4802256987127,4816.766534476172
2016-03-22,2187.800933297183,-543.1762454404001,4864.345986439445
2016-03-23,1642.8183072199065,-963.637359950191,4419.890928465862
2016-03-24,1116.7008082430832,-1453.298906280986,3979.975382336971
2016-03-26,2045.645207040914,-798.5631164739902,4824.74640639658
2016-03-27,1762.358995651047,-730.7908414585696,4509.892604573179
2016-03-28,1638.264866408359,-1192.9719866455173,4315.5358526443415
2016-03-29,1855.8911740156857,-972.729648994749,4668.849697917087
2016-03-30,1301.6244386221877,-1340.0327716518877,3974.466504811327
2016-03-31,772.5028542539256,-2055.975406461336,3576.3597862654783
2016-04-02,1713.5880072103237,-996.4775763296471,4579.777511493621
2016-04-04,1336.5322456452602,-1274.5230543490823,4169.388879033257
2016-04-05,1574.9073964756635,-1162.384860438705,4378.806414274663
2016-04-06,1043.5341922913374,-1525.0245075035837,3800.8368343354714
2016-04-07,539.0991528575777,-2196.745543040293,3235.8042995595515
2016-04-09,1532.908477199028,-1256.758869666271,4346.441732803295
2016-04-10,1288.3666449017705,-1403.7923214080542,3888.6061057445463
2016-04-11,1206.1777065673614,-1478.8317395991123,3873.7557900415763
2016-04-13,957.0831928580508,-1698.0715571725623,3704.6014746410224
2016-04-14,470.8567768382795,-2137.998936309313,3420.125867993316
2016-04-16,1493.6694755514832,-1259.4573739464952,4078.5385653476337
2016-04-17,1258.7409545708904,-1157.252032353349,4123.249495455894
2016-04-18,1183.2669873788361,-1649.2448067604835,3956.9194221904395
2016-04-19,1448.8982128151545,-1197.430915222871,4156.897509531264
2016-04-20,939.1921617012177,-1901.442608576206,3517.1093099411364
2016-04-21,451.6025987040217,-2294.2884996679063,3317.1703843927457
2016-04-22,1111.7808861030135,-1583.5593644324915,3809.8717653797207
2016-04-24,1226.2628658002598,-1709.583439991843,3837.5420595356973
2016-04-25,1144.2132706454072,-1653.3912187060178,3903.280600576346
2016-04-26,1403.2359459182062,-1095.4260464349136,4084.604866925268
2016-04-27,886.7507364176447,-1790.8356630707813,3897.4397132979425
2016-04-28,393.0790327209423,-2248.0454661903977,3033.852964977135
2016-04-29,1048.8799206372657,-1837.6947821154474,3852.1399742437466
2016-04-30,1401.1672885169532,-1233.3074274896226,4033.9916602184985
2016-05-01,1158.587899625163,-1567.198545912693,3997.7741103633475
2016-05-02,1076.9203520107746,-1490.393732037502,3780.0704333371236
2016-05-03,1338.6417456413922,-1260.2860941520823,4184.803672984343
2016-05-04,826.6575172716874,-1911.498407779729,3780.49119061954
2016-05-07,1368.7086580347382,-1270.8363630699314,4182.957602133837
2016-05-08,1139.000793233655,-1455.9928890651133,3896.483905213272
2016-05-09,1071.839540405254,-1577.2392399448493,3778.821840386402
2016-05-10,1349.484565727515,-1439.7276426709266,3944.0127719658853
2016-05-11,853.8789325273578,-1818.055506295459,3599.668649151734
2016-05-12,383.8210173640085,-2406.477525725693,3325.54976348904
2016-05-13,1066.7127658599395,-1668.0350858416284,3647.7091019254012
2016-05-14,1447.448015083373,-1233.7515780179192,4120.873979425144
2016-05-15,1233.7412753451042,-1490.4410616228088,3911.0947161311005
2016-05-16,1181.530579052745,-1649.1572218784995,3912.520046615155
2016-05-17,1472.810953357624,-1159.7038685210953,4312.2324083068825
2016-05-18,988.5889589566558,-1646.958481641947,3847.7713946124386
2016-05-20,1218.305692580121,-1545.6737192748658,3837.7968967208058
2016-05-21,1603.9699073266845,-1169.3553853147619,4191.748602336278
2016-05-22,1392.2667041970901,-1169.20075907983,4178.128503086392
2016-05-23,1339.5110080768352,-1359.3210038651519,4087.081011560971
2016-05-24,1627.8251697479977,-946.7628023840505,4264.963614123852
2016-05-25,1137.6934761616155,-1537.0399480461933,3971.722408651315
2016-05-26,668.6621701185618,-2156.628465217464,3377.191627794085
2016-05-28,1723.142402318599,-860.976819377671,4488.6577144396515
2016-05-29,1497.626411137196,-1123.8004998981335,4275.239396390537
2016-05-30,1429.8572818289092,-1391.5648193504012,4090.9493816058675
2016-05-31,1702.406051495682,-731.9549420659276,4285.832384186778
2016-06-01,1195.5057206135104,-1636.3985086372672,3953.8133778680526
2016-06-04,1731.920512100333,-1000.7722724554031,4486.870066517213
2016-06-05,1491.0112804533146,-1372.0388495451803,4152.755018194674
2016-06-07,1668.8905833045303,-741.3826629245256,4417.5944165269775
